,contestId,handle,rank,oldRating,newRating,startTimeSeconds,acceptance_rate,avg_rating,dp,divide and conquer,two pointers,binary search,dfs and similar,dsu,games,sortings,graphs,data structures,brute force,schedules,probabilities,strings,chinese remainder theorem,geometry,bitmasks,implementation,matrices,trees,combinatorics,number theory,constructive algorithms,ternary search,interactive,greedy,shortest paths,math,hashing,flows,string suffix structures,graph matchings,fft,2-sat,*special,meet-in-the-middle,expression parsing,changeRating,date
4965,2000.0,shreyk,2236.0,1464.0,1491.0,1723560000.0,0.4115479115479115,1181.641791044776,91.0,6.0,56.0,86.0,26.0,11.0,34.0,117.0,24.0,73.0,148.0,1.0,1.0,74.0,0.0,16.0,50.0,211.0,1.0,24.0,30.0,67.0,197.0,4.0,6.0,346.0,9.0,309.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,2024-08-13 14:40:00
3771,2000.0,JasonMendoza2008,21134.0,1478.0,1345.0,1723560000.0,0.3114224137931034,1187.9120879120878,32.0,4.0,18.0,31.0,10.0,17.0,5.0,44.0,14.0,33.0,37.0,0.0,0.0,21.0,0.0,5.0,5.0,61.0,0.0,10.0,10.0,8.0,35.0,0.0,0.0,90.0,1.0,81.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-133.0,2024-08-13 14:40:00
3384,2000.0,Amirmohammad.B,6330.0,1582.0,1517.0,1723560000.0,0.3208144796380091,1159.201141226819,112.0,4.0,34.0,89.0,56.0,20.0,10.0,87.0,49.0,44.0,117.0,0.0,11.0,62.0,0.0,6.0,26.0,297.0,3.0,28.0,21.0,59.0,80.0,3.0,1.0,217.0,25.0,241.0,4.0,1.0,0.0,3.0,0.0,0.0,8.0,0.0,1.0,-65.0,2024-08-13 14:40:00
7275,2000.0,sahilshile25,930.0,1424.0,1513.0,1723560000.0,0.370258880192655,1181.5485996705106,93.0,7.0,47.0,88.0,33.0,13.0,20.0,99.0,34.0,71.0,127.0,0.0,2.0,64.0,0.0,10.0,33.0,207.0,2.0,24.0,21.0,53.0,128.0,4.0,4.0,281.0,11.0,256.0,9.0,0.0,1.0,1.0,0.0,0.0,15.0,0.0,1.0,89.0,2024-08-13 14:40:00
7405,2000.0,Yash_2310,5069.0,1291.0,1314.0,1723560000.0,0.5541795665634675,1015.7303370786516,23.0,0.0,7.0,12.0,2.0,0.0,10.0,26.0,3.0,12.0,38.0,0.0,0.0,17.0,0.0,5.0,10.0,63.0,1.0,0.0,3.0,14.0,51.0,2.0,0.0,104.0,2.0,82.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,23.0,2024-08-13 14:40:00
5903,2000.0,riteshfyi,18268.0,1148.0,1085.0,1723560000.0,0.495,1167.6767676767677,13.0,0.0,8.0,16.0,3.0,1.0,4.0,21.0,1.0,12.0,19.0,0.0,0.0,13.0,0.0,0.0,4.0,37.0,0.0,2.0,7.0,11.0,25.0,1.0,0.0,46.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63.0,2024-08-13 14:40:00
4736,2000.0,shu,1558.0,1372.0,1447.0,1723560000.0,0.5959302325581395,1140.09900990099,25.0,1.0,19.0,27.0,14.0,3.0,9.0,34.0,12.0,27.0,49.0,0.0,0.0,30.0,0.0,3.0,11.0,70.0,0.0,9.0,5.0,13.0,44.0,4.0,5.0,111.0,2.0,69.0,10.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,75.0,2024-08-13 14:40:00
2734,2000.0,xiapali,1010.0,1254.0,1394.0,1723560000.0,0.528604118993135,1012.5925925925926,15.0,0.0,11.0,12.0,9.0,4.0,3.0,27.0,4.0,18.0,25.0,0.0,0.0,24.0,0.0,5.0,6.0,74.0,0.0,5.0,6.0,10.0,14.0,0.0,0.0,52.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,140.0,2024-08-13 14:40:00
4547,2000.0,saivignesh282005,7376.0,1409.0,1373.0,1723560000.0,0.5586854460093896,1080.672268907563,17.0,0.0,9.0,32.0,4.0,0.0,6.0,27.0,3.0,11.0,50.0,0.0,0.0,18.0,1.0,4.0,13.0,99.0,0.0,0.0,9.0,32.0,39.0,3.0,0.0,92.0,1.0,136.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.0,2024-08-13 14:40:00
315,2000.0,JustAGhost23,6805.0,1422.0,1389.0,1723560000.0,0.5648854961832062,1087.027027027027,38.0,4.0,21.0,34.0,4.0,8.0,10.0,51.0,3.0,27.0,73.0,0.0,1.0,45.0,0.0,9.0,21.0,146.0,0.0,5.0,16.0,29.0,74.0,0.0,0.0,161.0,3.0,165.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,-33.0,2024-08-13 14:40:00
1950,2000.0,Christopher_Rdz,2409.0,1453.0,1479.0,1723560000.0,0.4912434325744308,1037.160751565762,53.0,2.0,25.0,37.0,19.0,8.0,17.0,76.0,16.0,55.0,110.0,0.0,1.0,76.0,0.0,9.0,19.0,171.0,0.0,11.0,20.0,39.0,101.0,2.0,1.0,243.0,4.0,173.0,5.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,26.0,2024-08-13 14:40:00
1645,2000.0,Ziad_Ebrahim,9958.0,1163.0,1164.0,1723560000.0,0.4668989547038327,994.5736434108528,18.0,0.0,5.0,8.0,3.0,0.0,1.0,19.0,1.0,8.0,32.0,0.0,0.0,23.0,0.0,3.0,3.0,72.0,0.0,1.0,0.0,9.0,15.0,1.0,2.0,35.0,1.0,43.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,2024-08-13 14:40:00
82,2000.0,dsogari,6562.0,1276.0,1283.0,1723560000.0,0.5423728813559322,1797.9130434782608,231.0,69.0,124.0,84.0,65.0,24.0,11.0,136.0,41.0,221.0,194.0,0.0,0.0,75.0,0.0,29.0,22.0,138.0,44.0,34.0,53.0,61.0,79.0,3.0,13.0,258.0,5.0,215.0,37.0,0.0,19.0,0.0,0.0,9.0,0.0,0.0,0.0,7.0,2024-08-13 14:40:00
6094,2000.0,P.Enis,21581.0,824.0,892.0,1723560000.0,0.3888888888888889,828.5714285714286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,2024-08-13 14:40:00
5761,2000.0,scyyyyyyyyyy,1970.0,1599.0,1597.0,1723560000.0,0.535426731078905,1462.2556390977445,147.0,9.0,62.0,103.0,46.0,21.0,25.0,121.0,46.0,124.0,141.0,1.0,7.0,60.0,0.0,15.0,54.0,182.0,5.0,32.0,48.0,72.0,147.0,7.0,8.0,328.0,11.0,264.0,12.0,4.0,4.0,3.0,0.0,0.0,0.0,2.0,1.0,-2.0,2024-08-13 14:40:00
3658,2000.0,Toufik,4157.0,1456.0,1448.0,1723560000.0,0.589143865842895,1196.7374810318663,187.0,15.0,106.0,154.0,70.0,28.0,37.0,222.0,59.0,179.0,278.0,2.0,3.0,147.0,0.0,22.0,71.0,445.0,2.0,40.0,46.0,135.0,270.0,10.0,8.0,586.0,17.0,493.0,20.0,3.0,1.0,6.0,0.0,9.0,12.0,1.0,1.0,-8.0,2024-08-13 14:40:00
1054,2000.0,Anshu019,1727.0,1600.0,1606.0,1723560000.0,0.5905511811023622,1171.8309859154929,8.0,0.0,6.0,8.0,3.0,1.0,4.0,13.0,5.0,6.0,24.0,0.0,0.0,4.0,0.0,2.0,5.0,16.0,0.0,5.0,5.0,10.0,29.0,2.0,1.0,38.0,1.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2024-08-13 14:40:00
810,2000.0,niranjanrajeev25,9887.0,1500.0,1423.0,1723560000.0,0.3858461538461538,1188.16,87.0,4.0,38.0,61.0,41.0,14.0,25.0,96.0,47.0,57.0,118.0,1.0,3.0,60.0,0.0,10.0,33.0,198.0,2.0,30.0,31.0,57.0,152.0,4.0,9.0,296.0,18.0,245.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-77.0,2024-08-13 14:40:00
1101,2000.0,venkataakhil_b190157cs,789.0,1460.0,1548.0,1723560000.0,0.5294117647058824,1129.861111111111,13.0,0.0,9.0,16.0,5.0,1.0,2.0,19.0,3.0,9.0,27.0,0.0,0.0,14.0,0.0,4.0,9.0,42.0,1.0,3.0,6.0,13.0,38.0,1.0,3.0,74.0,1.0,78.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,88.0,2024-08-13 14:40:00
7689,2000.0,dhruvpansuriya05,11891.0,1141.0,1130.0,1723560000.0,0.4575471698113207,1042.7083333333333,24.0,0.0,21.0,17.0,3.0,0.0,8.0,37.0,2.0,20.0,43.0,0.0,1.0,22.0,0.0,4.0,8.0,74.0,1.0,1.0,8.0,16.0,31.0,1.0,1.0,83.0,1.0,87.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,-11.0,2024-08-13 14:40:00
4570,2000.0,Maaaaa,7533.0,600.0,892.0,1723560000.0,0.7580645161290323,1083.6879432624114,16.0,0.0,8.0,20.0,12.0,4.0,0.0,29.0,6.0,20.0,28.0,0.0,0.0,16.0,0.0,7.0,7.0,86.0,0.0,1.0,7.0,6.0,9.0,2.0,3.0,48.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,2024-08-13 14:40:00
8230,2000.0,chandler1837,8689.0,1510.0,1440.0,1723560000.0,0.5012541806020067,1334.8408710217757,215.0,8.0,87.0,128.0,94.0,31.0,27.0,184.0,93.0,154.0,269.0,2.0,8.0,85.0,2.0,25.0,69.0,383.0,6.0,52.0,47.0,120.0,335.0,7.0,14.0,571.0,28.0,467.0,17.0,9.0,5.0,5.0,1.0,4.0,0.0,1.0,0.0,-70.0,2024-08-13 14:40:00
7659,2000.0,ilefbenrahma,2080.0,1422.0,1466.0,1723560000.0,0.2477646380155754,1278.5977859778598,118.0,13.0,53.0,93.0,84.0,57.0,14.0,120.0,76.0,96.0,147.0,6.0,8.0,85.0,5.0,22.0,52.0,300.0,8.0,39.0,41.0,85.0,157.0,4.0,16.0,283.0,25.0,282.0,21.0,5.0,1.0,7.0,1.0,8.0,9.0,9.0,6.0,44.0,2024-08-13 14:40:00
1962,2000.0,becastal,7127.0,972.0,1117.0,1723560000.0,0.4429708222811671,1173.9130434782608,15.0,1.0,10.0,13.0,8.0,4.0,1.0,28.0,10.0,21.0,26.0,1.0,0.0,14.0,0.0,4.0,13.0,59.0,0.0,7.0,5.0,13.0,17.0,0.0,0.0,32.0,3.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,145.0,2024-08-13 14:40:00
7690,2004.0,dhruvpansuriya05,12682.0,1130.0,1100.0,1723732500.0,0.4493392070484581,1047.029702970297,26.0,0.0,23.0,17.0,3.0,0.0,8.0,38.0,2.0,23.0,44.0,0.0,1.0,25.0,0.0,4.0,8.0,79.0,1.0,1.0,10.0,16.0,32.0,1.0,1.0,87.0,1.0,91.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,-30.0,2024-08-15 14:35:00
2028,2004.0,prairie2022,156.0,1999.0,2071.0,1723732500.0,0.6483739837398373,1679.2207792207791,75.0,22.0,27.0,48.0,31.0,15.0,13.0,58.0,26.0,69.0,66.0,0.0,5.0,25.0,1.0,8.0,35.0,76.0,5.0,37.0,32.0,35.0,92.0,1.0,4.0,148.0,6.0,150.0,8.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,72.0,2024-08-15 14:35:00
1102,2004.0,venkataakhil_b190157cs,2334.0,1548.0,1581.0,1723732500.0,0.5359712230215827,1126.8456375838923,13.0,0.0,11.0,16.0,5.0,1.0,2.0,19.0,3.0,11.0,27.0,0.0,0.0,16.0,0.0,4.0,9.0,44.0,1.0,3.0,7.0,13.0,38.0,1.0,3.0,76.0,1.0,80.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,33.0,2024-08-15 14:35:00
1262,2004.0,sury666,11065.0,922.0,973.0,1723732500.0,0.4192139737991266,947.6439790575917,17.0,0.0,9.0,10.0,2.0,1.0,3.0,19.0,1.0,12.0,44.0,0.0,0.0,33.0,0.0,4.0,8.0,89.0,0.0,1.0,6.0,11.0,42.0,2.0,0.0,71.0,1.0,77.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,51.0,2024-08-15 14:35:00
3385,2004.0,Amirmohammad.B,7769.0,1517.0,1456.0,1723732500.0,0.3227109515260323,1162.8169014084508,114.0,4.0,36.0,89.0,57.0,20.0,10.0,87.0,50.0,47.0,117.0,0.0,11.0,64.0,0.0,6.0,26.0,299.0,3.0,29.0,22.0,59.0,81.0,3.0,1.0,219.0,25.0,243.0,4.0,1.0,0.0,3.0,0.0,0.0,8.0,0.0,1.0,-61.0,2024-08-15 14:35:00
17,2004.0,gaiercop,2247.0,1389.0,1470.0,1723732500.0,0.3230769230769231,1151.6129032258063,9.0,0.0,7.0,12.0,2.0,1.0,1.0,10.0,1.0,10.0,17.0,1.0,0.0,7.0,0.0,1.0,2.0,19.0,0.0,1.0,4.0,3.0,14.0,2.0,3.0,30.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,2024-08-15 14:35:00
4603,2004.0,hamo21,41.0,1941.0,2097.0,1723732500.0,0.5211864406779662,1421.9512195121952,28.0,9.0,4.0,16.0,12.0,1.0,8.0,12.0,7.0,12.0,39.0,0.0,1.0,11.0,0.0,2.0,16.0,34.0,0.0,9.0,14.0,9.0,41.0,1.0,3.0,70.0,3.0,54.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,2024-08-15 14:35:00
5569,2004.0,limabeans,5932.0,1834.0,1727.0,1723732500.0,0.4977349476978832,1616.3050734312417,1340.0,133.0,419.0,820.0,548.0,206.0,133.0,810.0,585.0,1086.0,1108.0,3.0,78.0,505.0,9.0,122.0,367.0,1802.0,60.0,405.0,380.0,579.0,1213.0,37.0,113.0,2204.0,142.0,2006.0,96.0,35.0,32.0,32.0,20.0,15.0,37.0,17.0,5.0,-107.0,2024-08-15 14:35:00
7276,2004.0,sahilshile25,6917.0,1513.0,1464.0,1723732500.0,0.3693586698337292,1181.7589576547232,95.0,7.0,50.0,88.0,33.0,13.0,20.0,99.0,34.0,74.0,127.0,0.0,2.0,66.0,0.0,10.0,33.0,209.0,2.0,24.0,22.0,54.0,128.0,4.0,4.0,284.0,11.0,259.0,9.0,0.0,1.0,1.0,0.0,0.0,15.0,0.0,1.0,-49.0,2024-08-15 14:35:00
8231,2004.0,chandler1837,4428.0,1440.0,1449.0,1723732500.0,0.5010412328196585,1333.5559265442405,215.0,8.0,89.0,128.0,94.0,31.0,27.0,184.0,93.0,155.0,269.0,2.0,8.0,87.0,2.0,25.0,69.0,385.0,6.0,52.0,47.0,120.0,335.0,7.0,14.0,572.0,28.0,468.0,17.0,9.0,5.0,5.0,1.0,4.0,0.0,1.0,0.0,9.0,2024-08-15 14:35:00
5068,2004.0,GaurangGupta,11065.0,1089.0,1090.0,1723732500.0,0.3670886075949367,962.0689655172414,1.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0,0.0,3.0,10.0,0.0,0.0,1.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,3.0,12.0,1.0,0.0,15.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-08-15 14:35:00
1820,2004.0,tranhoangson,1111.0,1963.0,1939.0,1723732500.0,0.4108910891089108,1634.177215189873,15.0,5.0,3.0,12.0,5.0,3.0,4.0,13.0,5.0,25.0,20.0,1.0,1.0,4.0,0.0,1.0,5.0,17.0,0.0,10.0,5.0,7.0,28.0,0.0,3.0,26.0,4.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,2024-08-15 14:35:00
3659,2004.0,Toufik,10677.0,1448.0,1370.0,1723732500.0,0.5902503293807642,1198.492840994725,189.0,15.0,108.0,157.0,70.0,28.0,37.0,222.0,59.0,181.0,280.0,2.0,3.0,149.0,0.0,22.0,71.0,450.0,2.0,40.0,47.0,135.0,272.0,10.0,8.0,592.0,17.0,496.0,20.0,3.0,1.0,6.0,0.0,9.0,12.0,1.0,1.0,-78.0,2024-08-15 14:35:00
881,2004.0,reyven,14889.0,785.0,813.0,1723732500.0,0.5813953488372093,807.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,14.0,0.0,0.0,12.0,0.0,0.0,21.0,0.0,1.0,1.0,73.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,13.0,1.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,28.0,2024-08-15 14:35:00
6333,2004.0,AryRDW,2247.0,2089.0,1994.0,1723732500.0,0.4164513350559862,1316.9989506820566,157.0,17.0,76.0,123.0,68.0,35.0,34.0,148.0,60.0,155.0,189.0,1.0,5.0,81.0,1.0,24.0,67.0,296.0,2.0,47.0,52.0,81.0,268.0,6.0,24.0,491.0,16.0,400.0,16.0,9.0,5.0,1.0,0.0,2.0,0.0,1.0,0.0,-95.0,2024-08-15 14:35:00
5041,2004.0,Curry999,5057.0,1113.0,1205.0,1723732500.0,0.3209169054441261,1086.111111111111,15.0,0.0,6.0,17.0,5.0,0.0,4.0,18.0,2.0,9.0,27.0,0.0,0.0,8.0,0.0,2.0,7.0,43.0,0.0,3.0,5.0,9.0,31.0,3.0,2.0,65.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,92.0,2024-08-15 14:35:00
8069,2004.0,Plavac52431,18045.0,387.0,604.0,1723732500.0,0.4666666666666667,1085.7142857142858,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,2024-08-15 14:35:00
716,2004.0,awerty_noob,2960.0,1636.0,1628.0,1723732500.0,0.5218617771509168,1391.2162162162165,64.0,9.0,26.0,50.0,17.0,9.0,10.0,39.0,24.0,46.0,86.0,1.0,2.0,34.0,1.0,10.0,34.0,92.0,1.0,17.0,14.0,34.0,89.0,1.0,4.0,147.0,5.0,117.0,12.0,1.0,4.0,0.0,0.0,0.0,10.0,0.0,1.0,-8.0,2024-08-15 14:35:00
3772,2004.0,JasonMendoza2008,3223.0,1345.0,1409.0,1723732500.0,0.3102746693794506,1218.6868686868686,42.0,4.0,18.0,35.0,10.0,17.0,5.0,44.0,14.0,37.0,40.0,3.0,0.0,22.0,0.0,5.0,5.0,68.0,0.0,14.0,10.0,8.0,35.0,0.0,0.0,91.0,1.0,85.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,2024-08-15 14:35:00
56,2004.0,MrBruceWayne,6691.0,1568.0,1509.0,1723732500.0,0.4991452991452991,1112.9770992366412,32.0,2.0,18.0,14.0,18.0,8.0,3.0,37.0,14.0,27.0,55.0,0.0,0.0,31.0,0.0,8.0,6.0,108.0,0.0,10.0,12.0,18.0,41.0,0.0,0.0,106.0,5.0,102.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-59.0,2024-08-15 14:35:00
1684,2004.0,hnust_huangjiaxing,3238.0,1431.0,1470.0,1723732500.0,0.4798850574712643,1183.3887043189368,37.0,2.0,25.0,36.0,12.0,4.0,10.0,58.0,13.0,39.0,78.0,0.0,0.0,34.0,0.0,7.0,18.0,127.0,0.0,6.0,11.0,29.0,73.0,3.0,1.0,156.0,5.0,117.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,2024-08-15 14:35:00
1963,2004.0,becastal,16227.0,1117.0,1087.0,1723732500.0,0.4430379746835443,1184.9315068493152,16.0,1.0,12.0,14.0,8.0,4.0,1.0,28.0,11.0,23.0,27.0,1.0,0.0,17.0,0.0,4.0,13.0,62.0,0.0,7.0,6.0,13.0,17.0,0.0,0.0,36.0,4.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-30.0,2024-08-15 14:35:00
4966,2004.0,shreyk,4065.0,1491.0,1494.0,1723732500.0,0.4133089133089133,1182.7178729689808,92.0,6.0,58.0,86.0,26.0,11.0,34.0,118.0,24.0,76.0,149.0,1.0,1.0,76.0,0.0,16.0,50.0,215.0,1.0,24.0,31.0,67.0,197.0,4.0,6.0,350.0,9.0,312.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2024-08-15 14:35:00
3028,2004.0,_Gawd_,2404.0,1783.0,1753.0,1723732500.0,0.4772571428571429,1706.4841498559078,478.0,61.0,194.0,365.0,195.0,56.0,45.0,298.0,176.0,456.0,467.0,1.0,73.0,150.0,12.0,57.0,209.0,475.0,35.0,163.0,191.0,334.0,438.0,18.0,72.0,724.0,61.0,869.0,65.0,7.0,19.0,10.0,4.0,5.0,4.0,23.0,3.0,-30.0,2024-08-15 14:35:00
5762,2004.0,scyyyyyyyyyy,3616.0,1597.0,1583.0,1723732500.0,0.5359424920127795,1459.016393442623,147.0,9.0,64.0,103.0,46.0,22.0,25.0,121.0,46.0,127.0,141.0,1.0,7.0,62.0,0.0,15.0,54.0,185.0,5.0,32.0,49.0,72.0,147.0,7.0,8.0,330.0,11.0,266.0,12.0,4.0,4.0,3.0,0.0,0.0,0.0,2.0,1.0,-14.0,2024-08-15 14:35:00
7406,2004.0,Yash_2310,3953.0,1314.0,1368.0,1723732500.0,0.5558912386706949,1013.1147540983608,23.0,0.0,9.0,12.0,2.0,0.0,10.0,27.0,3.0,13.0,38.0,0.0,0.0,19.0,0.0,5.0,10.0,66.0,1.0,0.0,3.0,14.0,51.0,2.0,0.0,106.0,2.0,84.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,54.0,2024-08-15 14:35:00
3743,2004.0,amogh_jalan,5578.0,1143.0,1215.0,1723732500.0,0.5050505050505051,1133.3333333333333,12.0,0.0,10.0,15.0,1.0,0.0,1.0,15.0,0.0,9.0,21.0,0.0,0.0,12.0,0.0,0.0,14.0,30.0,0.0,0.0,5.0,9.0,21.0,2.0,0.0,53.0,0.0,52.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2024-08-15 14:35:00
5667,2004.0,failure_,2572.0,1645.0,1645.0,1723732500.0,0.4678362573099415,1230.2083333333333,75.0,6.0,46.0,59.0,21.0,8.0,12.0,74.0,20.0,71.0,110.0,2.0,2.0,50.0,0.0,11.0,35.0,169.0,3.0,22.0,21.0,44.0,139.0,2.0,6.0,248.0,2.0,186.0,5.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2024-08-15 14:35:00
6157,2004.0,positive_deviation,901.0,2084.0,2043.0,1723732500.0,0.5524475524475524,1560.5263157894738,24.0,5.0,6.0,13.0,8.0,4.0,4.0,10.0,7.0,13.0,29.0,0.0,1.0,5.0,0.0,1.0,11.0,26.0,0.0,8.0,3.0,5.0,21.0,1.0,1.0,41.0,1.0,24.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-41.0,2024-08-15 14:35:00
6949,2004.0,cwal,3756.0,1708.0,1665.0,1723732500.0,0.7,1161.904761904762,6.0,0.0,3.0,5.0,2.0,0.0,1.0,1.0,1.0,5.0,7.0,0.0,0.0,5.0,0.0,1.0,1.0,20.0,0.0,2.0,4.0,3.0,13.0,1.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.0,2024-08-15 14:35:00
1488,2004.0,Linear_B,969.0,2070.0,2028.0,1723732500.0,0.603112840466926,1306.6225165562914,27.0,7.0,13.0,19.0,11.0,4.0,5.0,15.0,13.0,26.0,48.0,0.0,0.0,14.0,0.0,5.0,16.0,51.0,0.0,13.0,8.0,19.0,42.0,0.0,4.0,81.0,2.0,65.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-42.0,2024-08-15 14:35:00
3812,2001.0,MoSooN,288.0,2003.0,2038.0,1724164500.0,0.4829106945975744,1117.8082191780825,48.0,5.0,42.0,46.0,15.0,7.0,16.0,69.0,16.0,56.0,88.0,0.0,0.0,41.0,0.0,10.0,21.0,145.0,0.0,8.0,16.0,28.0,103.0,2.0,1.0,204.0,5.0,208.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,35.0,2024-08-20 14:35:00
6334,2001.0,AryRDW,174.0,1994.0,2057.0,1724164500.0,0.416452442159383,1317.1189979123174,157.0,17.0,76.0,124.0,68.0,35.0,35.0,149.0,61.0,156.0,191.0,1.0,5.0,81.0,1.0,24.0,67.0,298.0,2.0,47.0,52.0,81.0,268.0,6.0,24.0,494.0,17.0,401.0,16.0,9.0,5.0,1.0,0.0,2.0,0.0,1.0,0.0,63.0,2024-08-20 14:35:00
1685,2001.0,hnust_huangjiaxing,2359.0,1470.0,1517.0,1724164500.0,0.4845505617977528,1183.0618892508144,37.0,2.0,25.0,37.0,12.0,4.0,12.0,59.0,14.0,40.0,80.0,0.0,0.0,34.0,0.0,7.0,18.0,131.0,0.0,6.0,11.0,29.0,74.0,3.0,1.0,161.0,6.0,120.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2024-08-20 14:35:00
6797,2001.0,_AdiYadav_,1699.0,1693.0,1704.0,1724164500.0,0.5548022598870056,1452.2403258655804,227.0,20.0,95.0,153.0,88.0,34.0,39.0,163.0,74.0,190.0,226.0,3.0,6.0,94.0,2.0,19.0,75.0,270.0,3.0,77.0,51.0,94.0,262.0,9.0,19.0,464.0,18.0,411.0,25.0,8.0,7.0,6.0,1.0,3.0,6.0,1.0,0.0,11.0,2024-08-20 14:35:00
7277,2001.0,sahilshile25,3689.0,1464.0,1476.0,1724164500.0,0.3722543352601156,1197.169811320755,103.0,7.0,50.0,91.0,37.0,15.0,21.0,102.0,41.0,82.0,136.0,0.0,2.0,67.0,0.0,11.0,36.0,218.0,2.0,26.0,23.0,57.0,134.0,4.0,4.0,295.0,16.0,267.0,9.0,0.0,1.0,1.0,0.0,0.0,15.0,0.0,1.0,12.0,2024-08-20 14:35:00
5763,2001.0,scyyyyyyyyyy,9257.0,1583.0,1486.0,1724164500.0,0.5355450236966824,1458.259587020649,147.0,9.0,64.0,105.0,48.0,22.0,26.0,122.0,49.0,130.0,145.0,1.0,7.0,62.0,0.0,15.0,54.0,187.0,5.0,34.0,49.0,72.0,147.0,7.0,8.0,334.0,12.0,267.0,14.0,4.0,4.0,3.0,0.0,0.0,0.0,2.0,1.0,-97.0,2024-08-20 14:35:00
4737,2001.0,shu,2639.0,1447.0,1491.0,1724164500.0,0.6011396011396012,1138.4615384615386,26.0,1.0,21.0,27.0,14.0,3.0,9.0,34.0,12.0,29.0,49.0,0.0,0.0,32.0,0.0,3.0,11.0,72.0,0.0,9.0,6.0,13.0,44.0,4.0,5.0,114.0,2.0,72.0,10.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,44.0,2024-08-20 14:35:00
